2026-06-27 19:53:26,047 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-06-27 19:53:26,123 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-06-27 19:53:26,125 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-06-27 19:53:26,127 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-06-27 19:53:26,129 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-06-27 19:53:26,132 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-06-27 19:53:26,134 INFO  SwAddin.cs: 201 - Setting up command manager
2026-06-27 19:53:26,136 INFO  SwAddin.cs: 204 - Adding command manager
2026-06-27 19:53:26,139 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-06-27 19:53:26,139 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-06-27 19:53:26,139 INFO  SwAddin.cs: 210 - Adding event handlers
2026-06-27 19:53:26,139 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-06-27 19:54:57,117 INFO  SwAddin.cs: 294 - Assembly export called for file Arm_Assy
2026-06-27 19:54:57,120 INFO  SwAddin.cs: 299 - Save is required
2026-06-27 19:54:57,120 INFO  SwAddin.cs: 313 - Saving assembly
2026-06-27 19:55:02,113 INFO  SwAddin.cs: 316 - Opening property manager
2026-06-27 19:55:02,141 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Assy
2026-06-27 19:55:02,153 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Arm_Assy
2026-06-27 19:55:02,155 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Assy
2026-06-27 19:55:02,157 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-06-27 19:55:02,159 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2026-06-27 19:55:02,159 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_2-1
2026-06-27 19:55:02,159 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_2-1
2026-06-27 19:55:02,159 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_2-1
2026-06-27 19:55:02,159 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_4-1
2026-06-27 19:55:02,168 INFO  ExportHelperExtension.cs: 1136 - Found 57 in link_4-1
2026-06-27 19:55:02,170 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_4-1
2026-06-27 19:55:02,170 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_6-1
2026-06-27 19:55:02,173 INFO  ExportHelperExtension.cs: 1136 - Found 43 in link_6-1
2026-06-27 19:55:02,174 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_6-1
2026-06-27 19:55:02,176 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_5-1
2026-06-27 19:55:02,178 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_5-1
2026-06-27 19:55:02,180 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_5-1
2026-06-27 19:55:02,180 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_3-1
2026-06-27 19:55:02,182 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_3-1
2026-06-27 19:55:02,182 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_3-1
2026-06-27 19:55:02,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2026-06-27 19:55:02,184 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base_link-1
2026-06-27 19:55:02,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
